11545|8213(1)|5264(1)|2359(1)
11381|4215(2)|2137(6)|479(3)|4338(1)|8162(8)|2209(1)|11524(1)|5736(1)|3248(1)|11576(3)|93(3)|11909(3)|7698(1)|5913(1)
11383|2200(10)|11383(2)|2600(4)|198(2)|2370(1)|7948(1)|11524(1)|11591(3)|3893(1)|3449(1)|8321(3)
11388|5368(16)|10816(1)
5980|6054(1)|2403(1)|6421(1)|5929(1)
7840|7993(25)|7056(1)|6378(13)|2094(2)|3193(2)|6179(1)|6370(4)
7517|2648(1)|7518(3)|2891(1)|3165(3)|3846(1)
7515|4541(2)|4290(1)
3997|6574(4)|216(2)|7287(2)|3615(20)|4363(13)|1163(8)|8387(223)|158(2)|4182(11)|4242(82)|4661(13)|7652(5)|3415(13)|6121(12)|6380(251)|6122(13)|10470(12)|398(6)|7179(14)|2821(18)|6080(13)|5458(2)|4063(7)|9018(5)|5353(13)|1837(11)|4064(10)|5969(13)|1942(9)|1428(9)|4482(12)|3793(113)|4207(13)|3857(4)|186(7)|1114(13)|3851(2)|4844(131)|932(14)|1671(21)|1436(11)|7878(13)|6580(13)|1338(8)|4338(3)|4006(14)|1925(1)|1849(1)|3933(12)|4117(13)|3403(46)|1930(13)|1865(7)|7862(6)|3496(2)|5106(14)|6547(13)|4733(36)|6138(1)|4649(10)|5340(12)|4806(24)|7561(3)|5635(13)|4406(13)|4641(15)|4016(15)|2084(12)|1990(12)|9829(5)|5542(7)|10689(13)|6071(11)|5914(12)|3980(16)|9037(15)
3996|5458(7)|4258(3)|5000(3)|2216(5)|8603(5)|3599(1)|3435(1)|7568(5)|10958(1)|2414(4)|1688(2)|6054(1)|3645(5)
3995|6371(7)|5453(3)|5353(1)|7692(2)|3134(10)
3994|3497(1)
349|2620(8)|4523(2)|874(13)|1151(1)|312(1)|2370(1)
3991|4161(3)|158(4)|4072(3)|6161(4)|3338(13)|9018(6)|3991(24)|6027(6)
7518|3921(1)|2960(1)|763(2)|2650(2)|3490(2)|10452(1)|6088(6)|8013(2)|6003(2)|4981(2)|7518(5)|1096(1)|1159(1)|6018(2)|5140(1)|4238(5)|10445(4)|3645(1)|6918(5)|5514(1)|9706(8)|2216(1)|7446(2)|5301(4)|6655(20)|5614(2)|52(3)|2145(4)|1389(1)|2258(16)|2062(1)|2063(1)|2251(3)|5912(1)|2648(4)|2891(44)|1925(2)|8135(1)|11562(1)|2543(1)|5416(3)|2982(1)|5095(2)|7889(7)|2170(5)|2230(2)|2414(3)|8040(1)|585(1)|3660(3)|3846(1)|5670(1)|5125(2)|5089(2)|2276(2)|6276(1)|5243(1)|8816(1)|1222(5)|10411(5)|3753(1)|11941(2)|4633(3)|1909(2)|3165(1)|5946(2)|7517(3)|2887(16)|2885(5)|6682(2)|2115(4)|2682(9)|753(2)|5028(5)|3522(3)|3282(2)|3528(5)|5105(2)|1993(1)|5181(4)|4171(2)|4681(2)|4938(1)|2897(8)|5713(4)|3372(12)|6193(1)|11636(1)|6198(9)|7403(14)|8408(1)|7836(1)|2131(7)|4510(2)|1962(1)|6222(1)|6221(2)|1755(3)|2503(2)|1752(1)|775(2)|4312(1)|142(1)|3621(1)|1271(1)|6730(1)|4504(1)|8246(2)|9215(2)|2331(49)|1804(2)|1283(4)|8992(2)|2083(1)|945(5)
4687|4163(1)|1714(7)|2850(5)|1490(2)|6313(2)|3073(1)|4197(4)
6354|6591(1)|763(3)|10650(3)|7113(3)|9719(4)|3145(2)|6608(2)|3164(2)|5668(2)|7797(23)|10573(1)|4008(2)|3297(2)|7320(2)|3251(4)|4049(5)|8926(2)|186(13)|8693(17)|184(2)|3851(2)|1443(2)|10818(3)|285(4)|3858(2)|10356(4)|12492(3)|6148(2)|6826(31)|467(4)|617(4)|9521(24)|5994(2)|3403(38)|398(2)|2971(2)|3722(2)|6353(2)|843(3)|961(4)|32(2)|131(2)|9517(3)|7741(4)|476(1)|9947(2)|8648(16)|8293(4)|358(13)
6153|9534(2)|9533(1)|2190(1)|5858(1)|10216(1)|9168(1)|6563(1)|6383(1)|6161(22)|10027(1)|7915(1)|8865(2)|5825(1)|6289(3)|6042(1)|8805(1)|5844(3)|6363(1)|8737(2)|7883(1)|8593(2)|3991(1)|6027(2)|9273(1)|9722(1)|5166(1)|8207(1)|8397(4)|9117(1)|6157(1)|8265(1)|3338(3)|7666(1)|7168(1)|6274(1)|5597(1)|6392(1)|6278(1)|8994(2)|1721(1)|9577(1)|8931(7)|5973(1)|8709(1)|6072(1)
12704|12247(1)
6157|5166(11)|8397(4)|5844(8)|8931(1)|6161(1)|5858(4)
7031|6378(4)|3260(3)|540(1)|5801(3)
12708|12100(1)
10967|6868(3)|11186(1)|1362(1)|11235(1)|10029(2)
4733|4942(2)|2635(4)|3630(24)|7673(8)|4857(1)|7712(2)|5353(30)|4810(9)|4123(40)|4003(7)|6640(36)|4049(1)|4532(1)|1(5)|5925(6)|2(10)|7692(5)|3892(27)|2117(13)|9118(2)|3915(6)|9330(2)|9257(3)|3625(1)|1490(2)|3997(33)|5264(6)|6443(3)|6097(4)|4733(49)|6138(4)|6012(1)|5579(5)|3542(8)|5365(2)|6654(2)|3441(6)|4562(2)|6370(1)|6371(31)|11650(1)|3857(3)
6795|6818(8)|2891(6)|2414(13)|6803(8)|8135(1)
